rcid,data,ano,periodo_2009,pos_2009,sessao,simbolo_resolucao,tema,voto_importante,voto_brasil,voto_china,convergente
4257,2000-11-03,2000,1997-2008,0,55,R/55/33V,Arms control and disarmament,0,yes,abstain,0
4258,2000-11-03,2000,1997-2008,0,55,R/55/33X,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
4259,2000-11-03,2000,1997-2008,0,55,R/55/34G,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,abstain,0
4260,2000-11-03,2000,1997-2008,0,55,R/55/36,Arms control and disarmament; Nuclear weapons and nuclear material; Palestinian conflict,1,yes,yes,1
4261,2000-11-03,2000,1997-2008,0,55,R/55/41,Nuclear weapons and nuclear material,0,yes,yes,1
4262,2000-11-05,2000,1997-2008,0,55,R/55/49,Sem codificacao tematica,0,yes,yes,1
4241,2000-11-06,2000,1997-2008,0,55,R/55/20,Economic development,1,yes,yes,1
5665,2000-11-20,2000,1997-2008,0,55,R/55/33C,Nuclear weapons and nuclear material,,yes,yes,1
5666,2000-11-20,2000,1997-2008,0,55,R/55/33C,Sem codificacao tematica,,yes,yes,1
5668,2000-11-20,2000,1997-2008,0,55,R/55/33T,Nuclear weapons and nuclear material,,yes,yes,1
5669,2000-11-20,2000,1997-2008,0,55,R/55/33U,Sem codificacao tematica,,yes,abstain,0
5670,2000-11-20,2000,1997-2008,0,55,R/55/33U,Sem codificacao tematica,,yes,abstain,0
5671,2000-11-20,2000,1997-2008,0,55,R/55/33U,Sem codificacao tematica,,yes,abstain,0
4269,2000-12-03,2000,1997-2008,0,55,R/55/66,Sem codificacao tematica,1,yes,abstain,0
4270,2000-12-03,2000,1997-2008,0,55,R/55/86,Colonialism; Human rights,0,yes,yes,1
4271,2000-12-03,2000,1997-2008,0,55,R/55/87,Colonialism; Human rights; Palestinian conflict,0,yes,yes,1
4272,2000-12-03,2000,1997-2008,0,55,R/55/92,Human rights,0,yes,yes,1
4273,2000-12-03,2000,1997-2008,0,55,R/55/96,Sem codificacao tematica,1,yes,abstain,0
4274,2000-12-03,2000,1997-2008,0,55,R/55/100,Human rights,0,yes,yes,1
4275,2000-12-03,2000,1997-2008,0,55,R/55/101,Human rights,0,abstain,yes,0
4276,2000-12-03,2000,1997-2008,0,55,R/55/102,Human rights,1,yes,yes,1
4277,2000-12-03,2000,1997-2008,0,55,R/55/107,Sem codificacao tematica,0,yes,yes,1
4278,2000-12-03,2000,1997-2008,0,55,R/55/110,Human rights,0,yes,yes,1
4279,2000-12-03,2000,1997-2008,0,55,R/55/114,Human rights,1,abstain,no,0
4280,2000-12-03,2000,1997-2008,0,55,R/55/115,Human rights,1,yes,abstain,0
4281,2000-12-03,2000,1997-2008,0,55,R/55/116,Human rights,0,yes,no,0
4282,2000-12-03,2000,1997-2008,0,55,R/55/117,Human rights,0,yes,abstain,0
4300,2000-12-04,2000,1997-2008,0,55,R/55/158,Sem codificacao tematica,0,yes,yes,1
4301,2000-12-04,2000,1997-2008,0,55,R/55/179,Sem codificacao tematica,0,yes,yes,1
4302,2000-12-04,2000,1997-2008,0,55,R/55/180A,Palestinian conflict,0,yes,yes,1
5672,2000-12-04,2000,1997-2008,0,55,R/55/74,Sem codificacao tematica,,yes,yes,1
4304,2000-12-05,2000,1997-2008,0,55,R/55/209,Palestinian conflict,0,yes,yes,1
4263,2000-12-07,2000,1997-2008,0,55,R/55/50,Arms control and disarmament; Palestinian conflict,0,yes,yes,1
4264,2000-12-07,2000,1997-2008,0,55,R/55/51,Palestinian conflict,0,abstain,yes,0
4265,2000-12-07,2000,1997-2008,0,55,R/55/52,Human rights; Palestinian conflict,0,yes,yes,1
4266,2000-12-07,2000,1997-2008,0,55,R/55/53,Human rights; Palestinian conflict,0,yes,yes,1
4267,2000-12-07,2000,1997-2008,0,55,R/55/54,Human rights; Palestinian conflict,0,yes,yes,1
4268,2000-12-07,2000,1997-2008,0,55,R/55/55,Palestinian conflict,0,yes,yes,1
4283,2000-12-07,2000,1997-2008,0,55,R/55/123,Palestinian conflict,0,yes,yes,1
4284,2000-12-07,2000,1997-2008,0,55,R/55/125,Colonialism; Human rights; Palestinian conflict,0,yes,yes,1
4285,2000-12-07,2000,1997-2008,0,55,R/55/126,Palestinian conflict,0,yes,yes,1
4286,2000-12-07,2000,1997-2008,0,55,R/55/127,Palestinian conflict,0,yes,yes,1
4287,2000-12-07,2000,1997-2008,0,55,R/55/128,Palestinian conflict,0,yes,yes,1
4288,2000-12-07,2000,1997-2008,0,55,R/55/129,Palestinian conflict,0,yes,yes,1
4289,2000-12-07,2000,1997-2008,0,55,R/55/130,Colonialism; Human rights; Palestinian conflict,0,yes,yes,1
4290,2000-12-07,2000,1997-2008,0,55,R/55/131,Colonialism; Palestinian conflict,0,yes,yes,1
4291,2000-12-07,2000,1997-2008,0,55,R/55/132,Palestinian conflict,0,yes,yes,1
4292,2000-12-07,2000,1997-2008,0,55,R/55/133,Colonialism; Human rights; Palestinian conflict,0,yes,yes,1
4293,2000-12-07,2000,1997-2008,0,55,R/55/134,Palestinian conflict,0,yes,yes,1
4294,2000-12-07,2000,1997-2008,0,55,R/55/137,Colonialism,0,yes,yes,1
4295,2000-12-07,2000,1997-2008,0,55,R/55/138,Colonialism; Economic development,0,yes,yes,1
4296,2000-12-07,2000,1997-2008,0,55,R/55/139,Colonialism,0,yes,yes,1
4297,2000-12-07,2000,1997-2008,0,55,R/55/145,Colonialism,0,yes,yes,1
4298,2000-12-07,2000,1997-2008,0,55,R/55/146,Colonialism,0,yes,yes,1
4299,2000-12-07,2000,1997-2008,0,55,R/55/147,Colonialism,0,yes,yes,1
5673,2000-12-19,2000,1997-2008,0,55,R/55/179,Sem codificacao tematica,,abstain,yes,0
4303,2001-06-06,2001,1997-2008,0,55,R/55/180B,Palestinian conflict,0,yes,yes,1
5674,2001-06-14,2001,1997-2008,0,55,R/55/180B,Palestinian conflict,,yes,yes,1
4306,2001-11-04,2001,1997-2008,0,56,R/56/9,Economic development,1,yes,yes,1
4305,2001-11-05,2001,1997-2008,0,56,R/56/7,Sem codificacao tematica,0,yes,yes,1
4307,2001-11-05,2001,1997-2008,0,56,R/56/12,Sem codificacao tematica,0,yes,yes,1
4308,2001-11-06,2001,1997-2008,0,56,R/56/16,Sem codificacao tematica,0,yes,yes,1
4309,2001-11-06,2001,1997-2008,0,56,R/56/20,Arms control and disarmament,0,abstain,yes,0
4310,2001-11-06,2001,1997-2008,0,56,R/56/22,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
4311,2001-11-06,2001,1997-2008,0,56,R/56/23,Arms control and disarmament,0,yes,yes,1
4312,2001-11-06,2001,1997-2008,0,56,R/56/24A,Sem codificacao tematica,1,abstain,yes,0
4313,2001-11-06,2001,1997-2008,0,56,R/56/24B,Arms control and disarmament,0,yes,yes,1
4314,2001-11-06,2001,1997-2008,0,56,R/56/24C,Nuclear weapons and nuclear material,0,abstain,abstain,1
4315,2001-11-06,2001,1997-2008,0,56,R/56/24F,Arms control and disarmament,0,yes,yes,1
4316,2001-11-06,2001,1997-2008,0,56,R/56/24G,Nuclear weapons and nuclear material,0,yes,yes,1
4317,2001-11-06,2001,1997-2008,0,56,R/56/24I,Arms control and disarmament,0,yes,yes,1
4318,2001-11-06,2001,1997-2008,0,56,R/56/24M,Arms control and disarmament,0,yes,abstain,0
4319,2001-11-06,2001,1997-2008,0,56,R/56/24N,Arms control and disarmament; Nuclear weapons and nuclear material,0,abstain,abstain,1
4320,2001-11-06,2001,1997-2008,0,56,R/56/24O,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
4321,2001-11-06,2001,1997-2008,0,56,R/56/24Q,Arms control and disarmament; Colonialism,0,yes,abstain,0
4322,2001-11-06,2001,1997-2008,0,56,R/56/24R,Arms control and disarmament; Nuclear weapons and nuclear material,1,yes,yes,1
4323,2001-11-06,2001,1997-2008,0,56,R/56/24S,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
4324,2001-11-06,2001,1997-2008,0,56,R/56/25B,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,abstain,0
4325,2001-11-06,2001,1997-2008,0,56,R/56/27,Arms control and disarmament; Nuclear weapons and nuclear material; Palestinian conflict,1,yes,yes,1
5675,2001-11-21,2001,1997-2008,0,56,R/56/7,Sem codificacao tematica,,yes,yes,1
5676,2001-11-29,2001,1997-2008,0,56,,Sem codificacao tematica,,abstain,abstain,1
5677,2001-11-29,2001,1997-2008,0,56,R/56/24G,Nuclear weapons and nuclear material,,yes,yes,1
5678,2001-11-29,2001,1997-2008,0,56,R/56/24G,Sem codificacao tematica,,yes,yes,1
5679,2001-11-29,2001,1997-2008,0,56,R/56/24Q,Sem codificacao tematica,,yes,abstain,0
5680,2001-11-29,2001,1997-2008,0,56,R/56/24Q,Sem codificacao tematica,,yes,abstain,0
5681,2001-11-29,2001,1997-2008,0,56,R/56/24R,Nuclear weapons and nuclear material,,yes,yes,1
5682,2001-11-29,2001,1997-2008,0,56,R/56/24S,Arms control and disarmament; Nuclear weapons and nuclear material,,yes,yes,1
5683,2001-11-29,2001,1997-2008,0,56,R/56/27,Arms control and disarmament; Nuclear weapons and nuclear material,,yes,yes,1
4326,2001-12-03,2001,1997-2008,0,56,R/56/31,Arms control and disarmament; Palestinian conflict,0,yes,yes,1
4327,2001-12-03,2001,1997-2008,0,56,R/56/32,Palestinian conflict,0,abstain,yes,0
4328,2001-12-03,2001,1997-2008,0,56,R/56/33,Human rights; Palestinian conflict,0,yes,yes,1
4329,2001-12-03,2001,1997-2008,0,56,R/56/34,Human rights; Palestinian conflict,0,yes,yes,1
4330,2001-12-03,2001,1997-2008,0,56,R/56/35,Human rights; Palestinian conflict,0,yes,yes,1
4331,2001-12-03,2001,1997-2008,0,56,R/56/36,Palestinian conflict,1,yes,yes,1
4333,2001-12-03,2001,1997-2008,0,56,R/56/52,Palestinian conflict,0,yes,yes,1
4334,2001-12-03,2001,1997-2008,0,56,R/56/54,Colonialism; Human rights; Palestinian conflict,0,yes,yes,1
4335,2001-12-03,2001,1997-2008,0,56,R/56/55,Palestinian conflict,0,yes,yes,1
4336,2001-12-03,2001,1997-2008,0,56,R/56/56,Palestinian conflict,0,yes,yes,1
4337,2001-12-03,2001,1997-2008,0,56,R/56/57,Palestinian conflict,0,yes,yes,1
4338,2001-12-03,2001,1997-2008,0,56,R/56/58,Palestinian conflict,0,yes,yes,1
4339,2001-12-03,2001,1997-2008,0,56,R/56/59,Colonialism; Human rights; Palestinian conflict,0,yes,yes,1
4340,2001-12-03,2001,1997-2008,0,56,R/56/60,Colonialism; Palestinian conflict,0,yes,yes,1
4341,2001-12-03,2001,1997-2008,0,56,R/56/61,Palestinian conflict,0,yes,yes,1
4342,2001-12-03,2001,1997-2008,0,56,R/56/62,Colonialism; Human rights; Palestinian conflict,0,yes,yes,1
4343,2001-12-03,2001,1997-2008,0,56,R/56/63,Palestinian conflict,0,yes,yes,1
4344,2001-12-03,2001,1997-2008,0,56,R/56/65,Colonialism,0,yes,yes,1
4345,2001-12-03,2001,1997-2008,0,56,R/56/66,Colonialism; Economic development,0,yes,yes,1
4346,2001-12-03,2001,1997-2008,0,56,R/56/67,Colonialism,0,yes,yes,1
4347,2001-12-03,2001,1997-2008,0,56,R/56/73,Colonialism,0,yes,yes,1
4348,2001-12-03,2001,1997-2008,0,56,R/56/74,Colonialism,0,yes,yes,1
4370,2001-12-03,2001,1997-2008,0,56,R/56/232,Colonialism; Human rights,0,yes,yes,1
4350,2001-12-05,2001,1997-2008,0,56,R/56/142,Colonialism; Human rights; Palestinian conflict,0,yes,yes,1
4351,2001-12-05,2001,1997-2008,0,56,R/56/146,Human rights,0,abstain,yes,0
4352,2001-12-05,2001,1997-2008,0,56,R/56/148,Human rights,1,yes,yes,1
4353,2001-12-05,2001,1997-2008,0,56,R/56/150,Economic development; Human rights,0,yes,yes,1
4354,2001-12-05,2001,1997-2008,0,56,R/56/151,Sem codificacao tematica,0,yes,yes,1
4355,2001-12-05,2001,1997-2008,0,56,R/56/152,Human rights,0,abstain,yes,0
4356,2001-12-05,2001,1997-2008,0,56,R/56/154,Human rights,0,yes,yes,1
4357,2001-12-05,2001,1997-2008,0,56,R/56/155,Human rights,0,yes,yes,1
4358,2001-12-05,2001,1997-2008,0,56,R/56/159,Sem codificacao tematica,0,yes,abstain,0
4359,2001-12-05,2001,1997-2008,0,56,R/56/160,Human rights,0,yes,yes,1
4360,2001-12-05,2001,1997-2008,0,56,R/56/165,Human rights,1,yes,yes,1
4361,2001-12-05,2001,1997-2008,0,56,R/56/171,Human rights,1,abstain,no,0
4362,2001-12-05,2001,1997-2008,0,56,R/56/173,Human rights,1,yes,abstain,0
4363,2001-12-05,2001,1997-2008,0,56,R/56/174,Human rights,1,yes,abstain,0
4364,2001-12-05,2001,1997-2008,0,56,R/56/175,Human rights,0,yes,no,0
4332,2001-12-07,2001,1997-2008,0,56,R/56/49,Nuclear weapons and nuclear material,0,yes,yes,1
4349,2001-12-07,2001,1997-2008,0,56,R/56/94,Sem codificacao tematica,0,yes,yes,1
4365,2001-12-07,2001,1997-2008,0,56,R/56/179,Economic development,0,yes,yes,1
4366,2001-12-07,2001,1997-2008,0,56,R/56/204,Palestinian conflict,0,yes,yes,1
4367,2001-12-07,2001,1997-2008,0,56,R/56/214A,Palestinian conflict,0,yes,yes,1
4368,2001-12-07,2001,1997-2008,0,56,R/56/214B,Palestinian conflict,0,yes,yes,1
4369,2001-12-07,2001,1997-2008,0,56,R/56/216,Sem codificacao tematica,0,yes,yes,1
5685,2001-12-14,2001,1997-2008,0,56,R/56/94,Sem codificacao tematica,,yes,yes,1
5686,2001-12-14,2001,1997-2008,0,56,R/56/94,Sem codificacao tematica,,yes,yes,1
5687,2001-12-14,2001,1997-2008,0,56,R/56/94,Sem codificacao tematica,,yes,yes,1
5688,2001-12-14,2001,1997-2008,0,56,R/56/94,Sem codificacao tematica,,yes,yes,1
5690,2001-12-21,2001,1997-2008,0,56,R/56/214,Palestinian conflict,,yes,yes,1
5691,2001-12-21,2001,1997-2008,0,56,R/56/216,Sem codificacao tematica,,abstain,yes,0
4371,2002-03-05,2002,1997-2008,0,56,R/56/266,Human rights,0,yes,yes,1
4372,2002-09-03,2002,1997-2008,0,57,R/57/5,Economic development,0,yes,yes,1
4373,2002-11-03,2002,1997-2008,0,57,R/57/9,Sem codificacao tematica,1,yes,yes,1
4374,2002-11-04,2002,1997-2008,0,57,R/57/11,Economic development,1,yes,yes,1
4375,2002-11-06,2002,1997-2008,0,57,R/57/49,Nuclear weapons and nuclear material,0,yes,yes,1
4376,2002-11-07,2002,1997-2008,0,57,R/57/54,Arms control and disarmament,0,abstain,yes,0
4377,2002-11-07,2002,1997-2008,0,57,R/57/56,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
4378,2002-11-07,2002,1997-2008,0,57,R/57/57,Arms control and disarmament,0,yes,yes,1
4380,2002-11-07,2002,1997-2008,0,57,R/57/59,Nuclear weapons and nuclear material,0,yes,yes,1
4381,2002-11-07,2002,1997-2008,0,57,R/57/62,Sem codificacao tematica,0,yes,yes,1
4382,2002-11-07,2002,1997-2008,0,57,R/57/63,Arms control and disarmament,0,yes,yes,1
4383,2002-11-07,2002,1997-2008,0,57,R/57/64,Arms control and disarmament,0,yes,yes,1
4384,2002-11-07,2002,1997-2008,0,57,R/57/65,Arms control and disarmament; Economic development,0,yes,yes,1
4385,2002-11-07,2002,1997-2008,0,57,R/57/66,Arms control and disarmament,1,yes,yes,1
4386,2002-11-07,2002,1997-2008,0,57,R/57/71,Arms control and disarmament,0,yes,yes,1
4387,2002-11-07,2002,1997-2008,0,57,R/57/73,Nuclear weapons and nuclear material,0,yes,yes,1
4388,2002-11-07,2002,1997-2008,0,57,R/57/74,Arms control and disarmament,0,yes,abstain,0
4389,2002-11-07,2002,1997-2008,0,57,R/57/75,Arms control and disarmament; Colonialism,0,yes,abstain,0
4390,2002-11-07,2002,1997-2008,0,57,R/57/77,Arms control and disarmament,0,yes,yes,1
4391,2002-11-07,2002,1997-2008,0,57,R/57/78,Arms control and disarmament; Nuclear weapons and nuclear material,1,abstain,abstain,1
4392,2002-11-07,2002,1997-2008,0,57,R/57/79,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
4393,2002-11-07,2002,1997-2008,0,57,R/57/84,Nuclear weapons and nuclear material,0,abstain,abstain,1
4394,2002-11-07,2002,1997-2008,0,57,R/57/85,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
4395,2002-11-07,2002,1997-2008,0,57,R/57/94,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
4396,2002-11-07,2002,1997-2008,0,57,R/57/97,Arms control and disarmament; Nuclear weapons and nuclear material; Palestinian conflict,1,yes,yes,1
4397,2002-11-07,2002,1997-2008,0,57,R/57/100,Nuclear weapons and nuclear material,0,yes,yes,1
5693,2002-11-11,2002,1997-2008,0,57,R/57/9,Sem codificacao tematica,,yes,yes,1
5694,2002-11-11,2002,1997-2008,0,57,R/57/9,Sem codificacao tematica,,yes,yes,1
5696,2002-11-22,2002,1997-2008,0,57,R/57/59,Nuclear weapons and nuclear material,,yes,yes,1
5697,2002-11-22,2002,1997-2008,0,57,R/57/73,Nuclear weapons and nuclear material,,yes,yes,1
5698,2002-11-22,2002,1997-2008,0,57,R/57/75,Sem codificacao tematica,,yes,abstain,0
5699,2002-11-22,2002,1997-2008,0,57,R/57/75,Sem codificacao tematica,,yes,abstain,0
5700,2002-11-22,2002,1997-2008,0,57,R/57/78,Arms control and disarmament; Nuclear weapons and nuclear material,,abstain,abstain,1
5701,2002-11-22,2002,1997-2008,0,57,R/57/79,Nuclear weapons and nuclear material,,yes,yes,1
5702,2002-11-22,2002,1997-2008,0,57,R/57/84,Arms control and disarmament; Economic development; Nuclear weapons and nuclear material,,abstain,abstain,1
5703,2002-11-22,2002,1997-2008,0,57,R/57/85,Arms control and disarmament; Nuclear weapons and nuclear material,,yes,yes,1
5704,2002-11-22,2002,1997-2008,0,57,R/57/97,Arms control and disarmament; Nuclear weapons and nuclear material,,yes,yes,1
4421,2002-12-03,2002,1997-2008,0,57,R/57/156,Sem codificacao tematica,0,yes,yes,1
4398,2002-12-04,2002,1997-2008,0,57,R/57/107,Human rights; Palestinian conflict,0,yes,yes,1
4399,2002-12-04,2002,1997-2008,0,57,R/57/108,Human rights; Palestinian conflict,0,yes,yes,1
4400,2002-12-04,2002,1997-2008,0,57,R/57/109,Human rights; Palestinian conflict,0,yes,yes,1
4401,2002-12-04,2002,1997-2008,0,57,R/57/110,Palestinian conflict,0,yes,yes,1
4402,2002-12-04,2002,1997-2008,0,57,R/57/111,Arms control and disarmament; Palestinian conflict,0,yes,yes,1
4403,2002-12-04,2002,1997-2008,0,57,R/57/112,Palestinian conflict,0,abstain,yes,0
4404,2002-12-05,2002,1997-2008,0,57,R/57/117,Palestinian conflict,0,yes,yes,1
4405,2002-12-05,2002,1997-2008,0,57,R/57/119,Colonialism; Human rights; Palestinian conflict,0,yes,yes,1
4406,2002-12-05,2002,1997-2008,0,57,R/57/120,Palestinian conflict,0,yes,yes,1
4407,2002-12-05,2002,1997-2008,0,57,R/57/121,Palestinian conflict,0,yes,yes,1
4408,2002-12-05,2002,1997-2008,0,57,R/57/122,Palestinian conflict,0,yes,yes,1
4409,2002-12-05,2002,1997-2008,0,57,R/57/123,Palestinian conflict,0,yes,yes,1
4410,2002-12-05,2002,1997-2008,0,57,R/57/124,Colonialism; Human rights; Palestinian conflict,1,yes,yes,1
4411,2002-12-05,2002,1997-2008,0,57,R/57/125,Colonialism; Palestinian conflict,0,yes,yes,1
4412,2002-12-05,2002,1997-2008,0,57,R/57/126,Palestinian conflict,0,yes,yes,1
4413,2002-12-05,2002,1997-2008,0,57,R/57/127,Colonialism; Human rights; Palestinian conflict,0,yes,yes,1
4414,2002-12-05,2002,1997-2008,0,57,R/57/128,Palestinian conflict,0,yes,yes,1
4415,2002-12-05,2002,1997-2008,0,57,R/57/131,Colonialism,0,yes,yes,1
4416,2002-12-05,2002,1997-2008,0,57,R/57/132,Colonialism; Economic development,0,yes,yes,1
4417,2002-12-05,2002,1997-2008,0,57,R/57/133,Colonialism,0,yes,yes,1
4418,2002-12-05,2002,1997-2008,0,57,R/57/139,Colonialism,0,yes,yes,1
4419,2002-12-05,2002,1997-2008,0,57,R/57/140,Colonialism,0,yes,yes,1
4422,2002-12-05,2002,1997-2008,0,57,R/57/175,Sem codificacao tematica,1,yes,yes,1
4423,2002-12-05,2002,1997-2008,0,57,R/57/188,Palestinian conflict,0,yes,yes,1
4424,2002-12-05,2002,1997-2008,0,57,R/57/190,Human rights,1,yes,yes,1
4425,2002-12-05,2002,1997-2008,0,57,R/57/195,Human rights,1,yes,yes,1
4426,2002-12-05,2002,1997-2008,0,57,R/57/196,Colonialism; Human rights,0,yes,yes,1
4427,2002-12-05,2002,1997-2008,0,57,R/57/198,Palestinian conflict,0,yes,yes,1
4428,2002-12-05,2002,1997-2008,0,57,R/57/199,Sem codificacao tematica,1,yes,abstain,0
4429,2002-12-05,2002,1997-2008,0,57,R/57/205,Human rights,1,yes,yes,1
4430,2002-12-05,2002,1997-2008,0,57,R/57/213,Sem codificacao tematica,0,yes,yes,1
4431,2002-12-05,2002,1997-2008,0,57,R/57/214,Sem codificacao tematica,0,yes,abstain,0
4432,2002-12-05,2002,1997-2008,0,57,R/57/216,Human rights,0,abstain,yes,0
4433,2002-12-05,2002,1997-2008,0,57,R/57/217,Human rights,0,abstain,yes,0
4434,2002-12-05,2002,1997-2008,0,57,R/57/222,Human rights,0,yes,yes,1
4435,2002-12-05,2002,1997-2008,0,57,R/57/223,Economic development; Human rights,0,yes,yes,1
4436,2002-12-05,2002,1997-2008,0,57,R/57/226,Human rights,0,yes,yes,1
4437,2002-12-05,2002,1997-2008,0,57,R/57/227,Human rights,0,yes,yes,1
4438,2002-12-05,2002,1997-2008,0,57,R/57/228,Sem codificacao tematica,0,yes,yes,1
4439,2002-12-05,2002,1997-2008,0,57,R/57/230,Human rights,1,yes,no,0
4440,2002-12-05,2002,1997-2008,0,57,R/57/232,Human rights,1,yes,abstain,0
4441,2002-12-05,2002,1997-2008,0,57,R/57/233,Human rights,1,yes,abstain,0
4420,2002-12-06,2002,1997-2008,0,57,R/57/141,Sem codificacao tematica,0,yes,yes,1
4442,2002-12-07,2002,1997-2008,0,57,R/57/269,Palestinian conflict,0,yes,yes,1
